description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[credit] IRS TREAS 310 TAX REF DES:DEPOSIT ID:E4H64CZPCS INDN:CARDHOLDER,881.17,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] PURDUE UNIVERSITY DES:PAYMENT ID:ZVJ62WH1CP INDN:CARDHOLDER,233.73,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] PURCHASE PAYPAL INST XFER SEATTLE WAUS,461.47,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] SPOTHERO*JHHKBLFP,27.84,debit,Rideshare,Transportation,SPOTHERO,True
[debit] CITY WATER WORKS DES:PAYMENT ID:RXHTDPPQGR INDN:CARDHOLDER,111.58,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] PEETS COFFEE COLUMBUS OH,5.14,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] BP PRODUCTS #6276 INDIANAPOLIS IN,62.47,debit,Gas,Transportation,BP PRODUCTS,True
[debit] DATACAMP DES:DEPOSIT ID:JNAS2X83PR INDN:CARDHOLDER,1067.73,debit,Education,Bills & Housing,DATACAMP,True
[debit] OPENAI CHATGPT SUB AUSTIN TX,9.33,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[credit] ETSY PAYOUT DES:BILLPAY ID:EX3X80YRT1 INDN:CARDHOLDER,2523.16,credit,Income,Income,ETSY PAYOUT,True
[debit] SAMS CLUB #5537 SEATTLE WA,176.6,debit,Shopping,Shopping,SAMS CLUB,True
[debit] PURCHASE DOORDASH DENVER COUS,51.16,debit,Dining,Food & Drink,DOORDASH,True
[debit] WAWA*F6RLYFTY,86.29,debit,Gas,Transportation,WAWA,True
[debit] UDEMY*APP3LLTV4,1558.49,debit,Education,Bills & Housing,UDEMY,True
[debit] VERIZON WIRELESS DES:ACH PMT ID:6V9HYPMV3D INDN:CARDHOLDER,247.21,debit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[debit] NIPSCO DES:BILLPAY ID:ZD2CQN7E0Y INDN:CARDHOLDER,25.05,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] POS DEBIT DOORDASH DRIVER PAY LMQC3Z,2001.2,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] STRAVA SUBSCRIPTION DES:ACH PMT ID:E29FEQU29T INDN:CARDHOLDER,59.39,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] PURDUE UNIVERSITY DES:PAYMENT ID:XRCZCTX8AU INDN:CARDHOLDER,1688.13,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] MARATHON PETRO*0NADA4FKED,21.75,debit,Gas,Transportation,MARATHON PETRO,True
[debit] POS DEBIT COSTCO WHSE J5SQQ7,27.94,debit,Gas,Transportation,COSTCO WHSE,True
[debit] PURCHASE BARNES NOBLE COLLEG BROOKLYN NYUS,106.24,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] POS DEBIT PEETS COFFEE 525JDH,5.04,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] REDSTONE PROPERTIES DES:DEPOSIT ID:RJNF4SV86S INDN:CARDHOLDER,2164.29,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] HULU*4HZSKLS,38.06,debit,Subscriptions,Entertainment,HULU,True
[debit] WILLOW CREEK APTS DES:ACH PMT ID:ZK05S3RUVN INDN:CARDHOLDER,1997.67,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] NIPSCO*SMGDTQCYU,95.03,debit,Utilities,Bills & Housing,NIPSCO,True
[debit] POS DEBIT SAMS CLUB NJ3X4K,127.05,debit,Shopping,Shopping,SAMS CLUB,True
[debit] UDEMY DES:BILLPAY ID:9NVT686HM6 INDN:CARDHOLDER,773.12,debit,Education,Bills & Housing,UDEMY,True
[debit] DATACAMP DES:DEPOSIT ID:62Q4GHCRQ8 INDN:CARDHOLDER,1796.23,debit,Education,Bills & Housing,DATACAMP,True
[debit] SPOTIFY USA*GS32DG7A,44.71,debit,Subscriptions,Entertainment,SPOTIFY USA,True
[debit] SQ *QUEST DIAGNOSTICS WEST LAFAY IN,377.85,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[credit] DOORDASH DRIVER PAY DENVER CO,3553.8,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] CURB TAXI #8009 ATLANTA GA,25.33,debit,Rideshare,Transportation,CURB TAXI,True
[debit] DAVE AND BUSTERS*MS41WYUY,37.82,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] PAYPAL *OLIVEGARDEN,85.97,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] LIVE NATION COLUMBUS OH,164.0,debit,Entertainment,Entertainment,LIVE NATION,True
[credit] PURCHASE IRS TREAS 310 TAX REF SAN FRANCISCO CAUS,3846.41,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] COINBASE TRANSFER #3981 AUSTIN TX,894.08,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[credit] ETSY PAYOUT DES:BILLPAY ID:EA4FVMH5H8 INDN:CARDHOLDER,631.96,credit,Income,Income,ETSY PAYOUT,True
[debit] PEETS COFFEE*TL38K516D,16.86,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] SPEEDWAY*1URNBK3,13.96,debit,Gas,Transportation,SPEEDWAY,True
[debit] PURCHASE F45 TRAINING INDIANAPOLIS INUS,92.5,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] PEETS COFFEE*U63LRBN,4.48,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] NYTIMES DIGITAL DES:DIRECT DEP ID:22F2N046E5 INDN:CARDHOLDER,33.24,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[credit] DIRECT DEP PAYROLL*KAAM9VURER,3166.71,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] CARIBOU COFFEE #5077 COLUMBUS OH,8.95,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[credit] POS DEBIT STRIPE TRANSFER CQ9X84,4116.09,credit,Income,Income,STRIPE TRANSFER,True
[debit] SQ *CASEYS GEN STORE CHICAGO IL,43.15,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] EDX INC DES:ACH PMT ID:TXQ8AA0V20 INDN:CARDHOLDER,482.29,debit,Education,Bills & Housing,EDX INC,True
[debit] YMCA MEMBERSHIP DES:ACH PMT ID:0FQ00L2M4N INDN:CARDHOLDER,112.91,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[debit] LA FITNESS DES:DIRECT DEP ID:EW4LQGS4XZ INDN:CARDHOLDER,95.61,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] BOOKING.COM #8681 CHICAGO IL,67.25,debit,Travel,Transportation,BOOKING.COM,True
[credit] TST* THE BLUE DOOR #1390 INDIANAPOLIS IN,63.13,credit,Dining,Food & Drink,TST* THE BLUE DOOR,True
[debit] GREYSTAR PROPERTY DES:DIRECT DEP ID:Z1VFVC65HS INDN:CARDHOLDER,1283.9,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[credit] DAVE AND BUSTERS*8VMQBJL6,136.72,credit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] QUEST DIAGNOSTICS*NPU3KM2,353.86,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] PANDA EXPRESS*K2DVUPM,39.95,debit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] DUKE ENERGY DES:DIRECT DEP ID:NAX87MBLB4 INDN:CARDHOLDER,131.98,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] UDEMY DES:DEPOSIT ID:30GDQKBYPD INDN:CARDHOLDER,362.78,debit,Education,Bills & Housing,UDEMY,True
[credit] FIDELITY DIVIDEND DES:DEPOSIT ID:W0MAF2GGVW INDN:CARDHOLDER,3444.11,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] MAIN EVENT DENVER CO,178.0,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] COSTCO WHSE #7618 BROOKLYN NY,76.83,debit,Gas,Transportation,COSTCO WHSE,True
[debit] MTA VENDING MACH*SJ6G11K,53.05,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] PAYPAL *LYFTRIDE,16.16,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] ORANGETHEORY CHICAGO IL,114.24,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] SPEEDWAY #1586 SAN FRANCISCO CA,77.55,debit,Gas,Transportation,SPEEDWAY,True
[debit] BOOKING.COM*XP0JWF,504.51,debit,Travel,Transportation,BOOKING.COM,True
[debit] EDX INC DES:PAYMENT ID:CGAFVBN28W INDN:CARDHOLDER,1648.01,debit,Education,Bills & Housing,EDX INC,True
[credit] CASH APP TRANSFER INDIANAPOLIS IN,3141.81,credit,Income,Income,CASH APP TRANSFER,True
[debit] COURSERA INC DES:BILLPAY ID:PP18NN0QAS INDN:CARDHOLDER,502.28,debit,Education,Bills & Housing,COURSERA INC,True
[debit] ORANGETHEORY BROOKLYN NY,58.21,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] ENTERPRISE RENT A CAR AUSTIN TX,98.14,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[debit] AT&T MOBILITY*VQFXLL7FHA,155.45,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] WALMART SUPERCENTER*SU4GLC,42.72,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[credit] DOORDASH DRIVER PAY*2ZRXV7T8V,4038.45,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] UNITED AIRLINES #6830 INDIANAPOLIS IN,1035.89,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] DISNEY PLUS*JFXF6XB7,8.9,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] AMTRAK*M2PSMFLJP,919.58,debit,Travel,Transportation,AMTRAK,True
[debit] POS DEBIT SAMS CLUB K7CJ8X,171.9,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] POS DEBIT QUEST DIAGNOSTICS N98MZ0,424.94,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] CARD REPLACEMENT FEE 61HG,38.69,debit,Fees,Transfers & Fees,CARD REPLACEMENT FEE,True
[debit] TOPGOLF #9635 COLUMBUS OH,72.59,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] PURCHASE VISION WORKS CHICAGO ILUS,626.31,debit,Healthcare,Health & Wellness,VISION WORKS,True
[credit] IRS TREAS 310 TAX REF DES:PAYMENT ID:K9A9FBJ3L0 INDN:CARDHOLDER,2105.69,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] HILTON GARDEN INN DENVER CO,53.32,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] OPENAI CHATGPT SUB INDIANAPOLIS IN,46.34,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] PURCHASE DAVE AND BUSTERS SEATTLE WAUS,144.61,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] POS DEBIT NOODLES AND CO F7M5MM,45.18,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] POS DEBIT GRUBHUB YZ4H3E,55.44,debit,Dining,Food & Drink,GRUBHUB,True
[debit] SPOTHERO DENVER CO,9.26,debit,Rideshare,Transportation,SPOTHERO,True
[debit] CITY WATER WORKS*Q3LMWZ,39.88,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] APPLE.COM/BILL*8BZXJJ66B,7.76,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] LYFT RIDE*J2PX3A,22.44,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] COURSERA INC*74JE9USN40,1205.83,debit,Education,Bills & Housing,COURSERA INC,True
[debit] POS DEBIT REDSTONE PROPERTIES JRSDMF,1732.52,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] ICLOUD STORAGE*XSVYV4Y,53.25,debit,Subscriptions,Entertainment,ICLOUD STORAGE,True
[debit] CITY WATER WORKS DES:DIRECT DEP ID:TA8NFXK0S1 INDN:CARDHOLDER,55.82,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] SQ *QUIKTRIP INDIANAPOL IN,54.77,debit,Gas,Transportation,QUIKTRIP,True
[debit] ZOCDOC #6259 ATLANTA GA,607.33,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] TARGET WEST LAFAYETTE IN,97.64,debit,Groceries,Food & Drink,TARGET,True
[debit] HOME DEPOT BROOKLYN NY,15.83,debit,Shopping,Shopping,HOME DEPOT,True
[debit] PAYPAL *MACYS,81.54,debit,Shopping,Shopping,MACYS,True
[debit] PANDA EXPRESS*3F3ZM33FC8,50.09,debit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] WILLOW CREEK APTS SEATTLE WA,2146.39,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] ADOBE INC DES:BILLPAY ID:XNGX4YJMWD INDN:CARDHOLDER,59.81,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] DUKE ENERGY*179X413H,156.97,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[credit] PURCHASE DIRECT DEP PAYROLL DENVER COUS,3122.06,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] POS DEBIT CAMPUS CROSSING K9N5A7,1756.31,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] ORANGETHEORY DES:PAYMENT ID:R1C6N75FXD INDN:CARDHOLDER,110.05,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] PROGRESS RESIDENTIAL DES:BILLPAY ID:BU77DDFNZ4 INDN:CARDHOLDER,2286.8,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] POS DEBIT CURB TAXI 98LE1W,7.11,debit,Rideshare,Transportation,CURB TAXI,True
[debit] WINGSTOP #4034 SAN FRANCISCO CA,16.77,debit,Dining,Food & Drink,WINGSTOP,True
[debit] POS DEBIT COINBASE TRANSFER YTZKGU,25.37,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] POS DEBIT CASEYS GEN STORE B5P5FN,22.38,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] POS DEBIT APPLE CASH TRANSFER EYUPF6,673.7,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] POS DEBIT REPUBLIC SERVICES LJ10LQ,282.62,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[debit] QUIKTRIP #9112 NASHVILLE TN,40.66,debit,Gas,Transportation,QUIKTRIP,True
[debit] PURCHASE SPOTHERO COLUMBUS OHUS,59.35,debit,Rideshare,Transportation,SPOTHERO,True
[debit] REDSTONE PROPERTIES*ADNBZ0V,1237.93,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] WALMART SUPERCENTER DENVER CO,279.39,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[debit] COURSERA INC NASHVILLE TN,642.43,debit,Education,Bills & Housing,COURSERA INC,True
[credit] POS DEBIT DOORDASH DRIVER PAY KRYQGT,3320.15,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] CORTLAND MGMT DES:DIRECT DEP ID:H85G0NUW78 INDN:CARDHOLDER,1954.45,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] PLANET FITNESS DES:DIRECT DEP ID:S9PWG26AGB INDN:CARDHOLDER,21.59,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[credit] DIRECT DEP PAYROLL DES:DEPOSIT ID:F15ZL7668U INDN:CARDHOLDER,4048.45,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] REDSTONE PROPERTIES DES:PAYMENT ID:2BG3FZVLYR INDN:CARDHOLDER,1718.85,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] POS DEBIT MAIN EVENT 0Z0MNQ,168.33,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] APPLE CASH TRANSFER #5783 NASHVILLE TN,541.53,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] THE LODGE APTS*05L10F8,1715.3,debit,Rent,Bills & Housing,THE LODGE APTS,True
[credit] POS DEBIT ETSY PAYOUT L960HS,2913.67,credit,Income,Income,ETSY PAYOUT,True
[debit] PURCHASE LIVE NATION SEATTLE WAUS,100.95,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] GOOGLE FIBER*GMZY8T,178.53,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] THE LODGE APTS DES:PAYMENT ID:FA5L0BYV4G INDN:CARDHOLDER,765.63,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] POS DEBIT SPEEDWAY WJTDNL,62.15,debit,Gas,Transportation,SPEEDWAY,True
[debit] PURCHASE ZOCDOC ATLANTA GAUS,78.88,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] EDX INC*07HNS8G,1457.87,debit,Education,Bills & Housing,EDX INC,True
[debit] AMTRAK #1609 BROOKLYN NY,899.18,debit,Travel,Transportation,AMTRAK,True
[debit] SQ *VISION WORKS NASHVILLE TN,575.33,debit,Healthcare,Health & Wellness,VISION WORKS,True
[debit] POS DEBIT PEETS COFFEE 7B0C7F,15.12,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] POS DEBIT EDX INC LL5F4L,268.22,debit,Education,Bills & Housing,EDX INC,True
[debit] POS DEBIT TST* GREYHOUSE 2YJST6,14.44,debit,Coffee,Food & Drink,TST* GREYHOUSE,True
[debit] GITHUB INC DES:BILLPAY ID:B9HSU91CJ1 INDN:CARDHOLDER,54.58,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] ICLOUD STORAGE DES:BILLPAY ID:M5XNG8SRR0 INDN:CARDHOLDER,42.72,debit,Subscriptions,Entertainment,ICLOUD STORAGE,True
[credit] PAYPAL INST XFER*S0CGPZQ,2742.34,credit,Income,Income,PAYPAL INST XFER,True
[debit] QUEST DIAGNOSTICS*657DTGW6,510.22,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] POS DEBIT BP PRODUCTS 3X6KUA,43.05,debit,Gas,Transportation,BP PRODUCTS,True
[debit] MCGRAW HILL DES:DIRECT DEP ID:7X5FLKE6PZ INDN:CARDHOLDER,1194.38,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] LYFT RIDE #8464 BROOKLYN NY,25.56,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] MCGRAW HILL SEATTLE WA,418.84,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] SAMS CLUB*82CZFGRYL,22.94,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] ZELLE PAYMENT*5MJ6FLAQD,571.8,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[debit] SQ *TARGET WEST LAFAY IN,178.26,debit,Groceries,Food & Drink,TARGET,True
[debit] DROPBOX DES:PAYMENT ID:VU9URWH78G INDN:CARDHOLDER,50.33,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] MAIN EVENT*9PKCEC9E,115.09,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] POS DEBIT ADOBE INC EMG59V,45.9,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] CORTLAND MGMT DES:DIRECT DEP ID:06VGMF1Q8L INDN:CARDHOLDER,1878.0,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[credit] ALASKA AIR CHICAGO IL,511.63,credit,Travel,Transportation,ALASKA AIR,True
[debit] SQ *WINCO FOODS DENVER CO,157.58,debit,Groceries,Food & Drink,WINCO FOODS,True
[debit] PURCHASE REGAL CINEMAS SEATTLE WAUS,50.62,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] QUIKTRIP*YJP9386,53.69,debit,Gas,Transportation,QUIKTRIP,True
[debit] CORTLAND MGMT NASHVILLE TN,2098.12,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[credit] EDX INC*KSRR1YRPR,597.13,credit,Education,Bills & Housing,EDX INC,True
[credit] DOORDASH DRIVER PAY DES:PAYMENT ID:ZRYZJHN3LW INDN:CARDHOLDER,912.24,credit,Income,Income,DOORDASH DRIVER PAY,True
[credit] SQ *COSTCO WHSE SAN FRANCI CA,107.02,credit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] CASH APP TRANSFER #9714 NASHVILLE TN,594.99,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] EDX INC DES:DEPOSIT ID:H6PNRLYWDG INDN:CARDHOLDER,1231.38,debit,Education,Bills & Housing,EDX INC,True
[debit] BARNES NOBLE COLLEG*44PSLKDP67,1615.06,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[credit] FIDELITY DIVIDEND DES:ACH PMT ID:WCPUBL8AW2 INDN:CARDHOLDER,3658.31,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] POS DEBIT SPEEDWAY UV9WBB,53.82,debit,Gas,Transportation,SPEEDWAY,True
[debit] POS DEBIT LIME RIDE DVM01Y,24.57,debit,Rideshare,Transportation,LIME RIDE,True
[debit] POS DEBIT DISNEY PLUS NGGK2D,5.69,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] BEST BUY ATLANTA GA,192.55,debit,Shopping,Shopping,BEST BUY,True
[debit] SQ *VIENNA ESPRESSO #2127 SEATTLE WA,23.45,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[debit] TST* GREYHOUSE #1526 ATLANTA GA,13.95,debit,Coffee,Food & Drink,TST* GREYHOUSE,True
[credit] SQ *LYFT RIDE INDIANAPOL IN,56.11,credit,Rideshare,Transportation,LYFT RIDE,True
[credit] ETSY PAYOUT DES:DIRECT DEP ID:4LZ7UBBK1Q INDN:CARDHOLDER,1645.47,credit,Income,Income,ETSY PAYOUT,True
[debit] TST* THE BLUE DOOR #7047 NASHVILLE TN,88.9,debit,Dining,Food & Drink,TST* THE BLUE DOOR,True
[debit] CITY WATER WORKS DES:DEPOSIT ID:15H4349E0M INDN:CARDHOLDER,160.33,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] TST* GREYHOUSE #3526 AUSTIN TX,22.55,debit,Coffee,Food & Drink,TST* GREYHOUSE,True
[credit] STRIPE TRANSFER COLUMBUS OH,1466.28,credit,Income,Income,STRIPE TRANSFER,True
[credit] IRS TREAS 310 TAX REF DES:ACH PMT ID:7BEGXS9BGX INDN:CARDHOLDER,1334.31,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] CAMPUS CROSSING*QP80PSY87L,1669.2,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] POS DEBIT ONLINE XFER TO SAV LCSAA4,677.46,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] SQ *COSTCO WHSE AUSTIN TX,199.29,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] POS DEBIT PEETS COFFEE 580GBK,4.64,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] SAMS CLUB #3828 ATLANTA GA,172.95,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] CARD REPLACEMENT FEE NXRB,30.83,debit,Fees,Transfers & Fees,CARD REPLACEMENT FEE,True
[debit] TARGET*6UCQUU5EQS,39.62,debit,Groceries,Food & Drink,TARGET,True
[credit] APPLE CASH TRANSFER DES:DEPOSIT ID:LNKXZY0LUV INDN:CARDHOLDER,4134.54,credit,Income,Income,APPLE CASH TRANSFER,True
[debit] POS DEBIT SPEEDWAY KJRWTP,50.05,debit,Gas,Transportation,SPEEDWAY,True
[debit] PARKMOBILE #512 CHICAGO IL,36.3,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] PROGRESS RESIDENTIAL*1PY6K8,2049.04,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[credit] POS DEBIT GITHUB INC 3U1X87,49.52,credit,Subscriptions,Entertainment,GITHUB INC,True
[debit] SPEEDWAY #5079 SAN FRANCISCO CA,80.64,debit,Gas,Transportation,SPEEDWAY,True
[debit] EXPEDIA*L6X8MU46N,313.21,debit,Travel,Transportation,EXPEDIA,True
[debit] POS DEBIT REGAL CINEMAS DL6QJT,167.69,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] DUKE ENERGY DES:DEPOSIT ID:5CQVD3K0KZ INDN:CARDHOLDER,81.14,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[credit] IRS TREAS 310 TAX REF DES:BILLPAY ID:M1P4BL5RFH INDN:CARDHOLDER,3920.25,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] NIPSCO DES:ACH PMT ID:5RHBZP99QG INDN:CARDHOLDER,213.13,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] POS DEBIT ETSY PAYOUT XPZJX2,2236.09,credit,Income,Income,ETSY PAYOUT,True
[debit] POS DEBIT CIRCLE K FZF9F5,28.24,debit,Gas,Transportation,CIRCLE K,True
[credit] ETSY PAYOUT DES:DEPOSIT ID:YMC48EJ2TQ INDN:CARDHOLDER,1287.42,credit,Income,Income,ETSY PAYOUT,True
[debit] PAYPAL INST XFER #6043 ATLANTA GA,25.92,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] HARRIS TEETER*EUESGN7XYJ,196.34,debit,Groceries,Food & Drink,HARRIS TEETER,True
[debit] YMCA MEMBERSHIP DES:DIRECT DEP ID:YFUU1TVFQL INDN:CARDHOLDER,152.42,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[debit] UNITED AIRLINES #7879 BROOKLYN NY,844.38,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] HARRIS TEETER*6Z4HGQAXYU,178.55,debit,Groceries,Food & Drink,HARRIS TEETER,True
[debit] POS DEBIT MTA VENDING MACH QYLWJZ,59.49,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] AMZN MKTP US*27LWGVA0H4,467.15,debit,Shopping,Shopping,AMZN MKTP US,True
[debit] CARD REPLACEMENT FEE FC30,11.58,debit,Fees,Transfers & Fees,CARD REPLACEMENT FEE,True
[debit] BOOKING.COM #1838 COLUMBUS OH,554.22,debit,Travel,Transportation,BOOKING.COM,True
[debit] PURDUE UNIVERSITY DES:DIRECT DEP ID:R7D05HBTJW INDN:CARDHOLDER,306.2,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] SQ *OPTUM RX WEST LAFAY IN,314.07,debit,Healthcare,Health & Wellness,OPTUM RX,True
[debit] MARRIOTT HOTELS #4573 COLUMBUS OH,321.97,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] AT&T MOBILITY WEST LAFAYETTE IN,205.33,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] LATE PAYMENT FEE JJE7,6.45,debit,Fees,Transfers & Fees,LATE PAYMENT FEE,True
[credit] UPWORK ESCROW INDIANAPOLIS IN,3182.24,credit,Income,Income,UPWORK ESCROW,True
[debit] OPENAI CHATGPT SUB*TDDK7S8S,6.84,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] SQ *ALASKA AIR NASHVILLE TN,768.37,debit,Travel,Transportation,ALASKA AIR,True
[debit] PURCHASE SPECTRUM COLUMBUS OHUS,204.21,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] APPLE.COM/BILL DES:DEPOSIT ID:XE052ZYE02 INDN:CARDHOLDER,26.41,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] GRUBHUB WEST LAFAYETTE IN,62.14,debit,Dining,Food & Drink,GRUBHUB,True
[debit] MTA VENDING MACH AUSTIN TX,45.51,debit,Rideshare,Transportation,MTA VENDING MACH,True
