description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] PURCHASE AMAZON WEB SERVICES COLUMBUS OHUS,4.42,debit,Subscriptions,Entertainment,AMAZON WEB SERVICES,False
[debit] SUNOCO*4BPKX1,30.57,debit,Gas,Transportation,SUNOCO,False
[credit] STATE OF IN PAYROLL NASHVILLE TN,1181.31,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] POS DEBIT NOTION LABS M3BM49,51.88,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] NOTION LABS DES:BILLPAY ID:PW09FAM8KB INDN:CARDHOLDER,11.72,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] DELTA AIR LINES*VEK3H84EX5,880.68,debit,Travel,Transportation,DELTA AIR LINES,False
[debit] LABCORP*RL529G72,540.71,debit,Healthcare,Health & Wellness,LABCORP,False
[debit] FOREIGN TRANS FEE CTQV,5.59,debit,Fees,Transfers & Fees,FOREIGN TRANS FEE,False
[debit] EVENTBRITE COLUMBUS OH,60.08,debit,Entertainment,Entertainment,EVENTBRITE,False
[debit] ONE MEDICAL #4213 CHICAGO IL,410.48,debit,Healthcare,Health & Wellness,ONE MEDICAL,False
[debit] UBER EATS*2AU4TJ,55.07,debit,Dining,Food & Drink,UBER EATS,False
[debit] POS DEBIT CHEGG ORDER NNTQER,797.88,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] POS DEBIT PILOT TRAVEL CTR XBT7W3,14.24,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] COMCAST XFINITY*5ZNCS36E,247.38,debit,Utilities,Bills & Housing,COMCAST XFINITY,False
[debit] SQ *CTA VENTRA INDIANAPOL IN,45.21,debit,Rideshare,Transportation,CTA VENTRA,False
[debit] BIGGBY COFFEE*40LV000D,7.77,debit,Coffee,Food & Drink,BIGGBY COFFEE,False
[credit] POS DEBIT PAYROLL DEP SALAM4,1847.7,credit,Income,Income,PAYROLL DEP,False
[debit] SQ *STARBUCKS DENVER CO,19.27,debit,Coffee,Food & Drink,STARBUCKS,False
[debit] CHEGG ORDER DES:DIRECT DEP ID:M2VJRSKUNB INDN:CARDHOLDER,335.23,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] STARBUCKS*0X2TX4A,7.87,debit,Coffee,Food & Drink,STARBUCKS,False
[debit] AVALON COMMUNITIES DES:DEPOSIT ID:Y90LXXPY6P INDN:CARDHOLDER,875.4,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[debit] POS DEBIT SHAKE SHACK H4XSKQ,69.59,debit,Dining,Food & Drink,SHAKE SHACK,False
[debit] CLASSPASS*9HJWHRU1,158.16,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] SUNOCO*TGL685,53.18,debit,Gas,Transportation,SUNOCO,False
[credit] SQ *UBER EATS DENVER CO,37.39,credit,Dining,Food & Drink,UBER EATS,False
[debit] PILOT TRAVEL CTR*5Q9HGF1NU,21.01,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] CHEGG ORDER DES:DEPOSIT ID:JE5CHK1TTN INDN:CARDHOLDER,1752.86,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] SQ *SUNOCO BROOKLYN NY,38.8,debit,Gas,Transportation,SUNOCO,False
[debit] PAYPAL *AIRBNB,214.76,debit,Travel,Transportation,AIRBNB,False
[credit] POS DEBIT PAYROLL DEP XBH3XX,4053.91,credit,Income,Income,PAYROLL DEP,False
[debit] SHAKE SHACK SAN FRANCISCO CA,31.14,debit,Dining,Food & Drink,SHAKE SHACK,False
[debit] PURCHASE UBER TRIP INDIANAPOLIS INUS,49.99,debit,Rideshare,Transportation,UBER TRIP,False
[debit] PURCHASE CHEGG ORDER COLUMBUS OHUS,1425.14,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] PURCHASE STOP N SHOP ATLANTA GAUS,168.46,debit,Groceries,Food & Drink,STOP N SHOP,False
[debit] KROGER*U4V64V7,10.02,debit,Groceries,Food & Drink,KROGER,False
[debit] T-MOBILE*1UN1139,50.38,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] SQ *SOFI MONEY XFER BROOKLYN NY,504.02,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] LABCORP*K9P43Y,282.95,debit,Healthcare,Health & Wellness,LABCORP,False
[debit] CLASSPASS*9LL8B2RM,126.74,debit,Fitness,Health & Wellness,CLASSPASS,False
[credit] PAYROLL DEP DES:DEPOSIT ID:5KDB5SBY7X INDN:CARDHOLDER,4119.86,credit,Income,Income,PAYROLL DEP,False
[debit] SQ *LABCORP BROOKLYN NY,525.78,debit,Healthcare,Health & Wellness,LABCORP,False
[debit] LOWES #864 INDIANAPOLIS IN,325.25,debit,Shopping,Shopping,LOWES,False
[debit] CTA VENTRA #6401 NASHVILLE TN,36.89,debit,Rideshare,Transportation,CTA VENTRA,False
[credit] PAYROLL DEP DES:DEPOSIT ID:YWHXKHSQJY INDN:CARDHOLDER,2518.81,credit,Income,Income,PAYROLL DEP,False
[debit] T-MOBILE DES:DEPOSIT ID:0F5RA4SWNK INDN:CARDHOLDER,257.01,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] LINCOLN PROP CO DES:ACH PMT ID:RAB66X0D0P INDN:CARDHOLDER,1610.29,debit,Rent,Bills & Housing,LINCOLN PROP CO,False
[debit] SQ *PILOT TRAVEL CTR AUSTIN TX,47.53,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] PURCHASE BIGGBY COFFEE SAN FRANCISCO CAUS,18.69,debit,Coffee,Food & Drink,BIGGBY COFFEE,False
[debit] ROBINHOOD FUNDING #7615 WEST LAFAYETTE IN,518.52,debit,Transfer,Transfers & Fees,ROBINHOOD FUNDING,False
[debit] PURCHASE UBER EATS BROOKLYN NYUS,94.46,debit,Dining,Food & Drink,UBER EATS,False
[debit] AIRBNB #1115 DENVER CO,295.44,debit,Travel,Transportation,AIRBNB,False
[debit] POS DEBIT AMERICAN ELECTRIC SWG14N,106.38,debit,Utilities,Bills & Housing,AMERICAN ELECTRIC,False
[debit] PURCHASE PEARSON EDUCATION WEST LAFAYETTE INUS,1203.46,debit,Education,Bills & Housing,PEARSON EDUCATION,False
[debit] REI.COM #4512 AUSTIN TX,268.36,debit,Shopping,Shopping,REI.COM,False
[credit] STATE OF IN PAYROLL DES:PAYMENT ID:GB3RJLSYLL INDN:CARDHOLDER,1962.59,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] LOWES #3625 BROOKLYN NY,114.73,debit,Shopping,Shopping,LOWES,False
[debit] SOFI MONEY XFER #6740 SEATTLE WA,779.12,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] PURCHASE SOUTHWEST AIRLINE BROOKLYN NYUS,1174.43,debit,Travel,Transportation,SOUTHWEST AIRLINE,False
[debit] LABCORP #6034 DENVER CO,345.37,debit,Healthcare,Health & Wellness,LABCORP,False
[debit] COMCAST XFINITY DES:ACH PMT ID:E36W50RC1B INDN:CARDHOLDER,205.77,debit,Utilities,Bills & Housing,COMCAST XFINITY,False
[debit] SOUTHWEST AIRLINE #8485 AUSTIN TX,1093.37,debit,Travel,Transportation,SOUTHWEST AIRLINE,False
[debit] CLASSPASS DES:DIRECT DEP ID:4R78Z2CTCK INDN:CARDHOLDER,16.56,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] DICKS SPORTING GDS*J0G0A8K8G,260.45,debit,Shopping,Shopping,DICKS SPORTING GDS,False
[debit] BIGGBY COFFEE ATLANTA GA,22.9,debit,Coffee,Food & Drink,BIGGBY COFFEE,False
[debit] PILOT TRAVEL CTR #3454 SEATTLE WA,34.51,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] UBER EATS #8091 SAN FRANCISCO CA,27.14,debit,Dining,Food & Drink,UBER EATS,False
[debit] CRUNCH FITNESS DES:ACH PMT ID:S5RYSB7674 INDN:CARDHOLDER,71.62,debit,Fitness,Health & Wellness,CRUNCH FITNESS,False
[debit] KROGER*KMYAFSXCF,25.71,debit,Groceries,Food & Drink,KROGER,False
[debit] XBOX GAME PASS #560 COLUMBUS OH,99.81,debit,Entertainment,Entertainment,XBOX GAME PASS,False
[debit] POS DEBIT EVENTBRITE QMVAR2,63.01,debit,Entertainment,Entertainment,EVENTBRITE,False
[debit] POS DEBIT NOTION LABS R0QE9S,26.49,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] PAYPAL *BIGGBYCOFFEE,14.26,debit,Coffee,Food & Drink,BIGGBY COFFEE,False
[debit] SHAKE SHACK #7948 COLUMBUS OH,55.79,debit,Dining,Food & Drink,SHAKE SHACK,False
[debit] POS DEBIT AMAZON WEB SERVICES 97RUVT,10.33,debit,Subscriptions,Entertainment,AMAZON WEB SERVICES,False
[debit] DELTA AIR LINES*6HDVHZ0,287.9,debit,Travel,Transportation,DELTA AIR LINES,False
[debit] CHEGG ORDER DES:PAYMENT ID:A8BCRQVXWA INDN:CARDHOLDER,1060.84,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] SQ *XBOX GAME PASS BROOKLYN NY,173.97,debit,Entertainment,Entertainment,XBOX GAME PASS,False
[debit] PURCHASE SOFI MONEY XFER INDIANAPOLIS INUS,828.82,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] SQ *PILOT TRAVEL CTR DENVER CO,48.31,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] CTA VENTRA*K7XCJP,37.61,debit,Rideshare,Transportation,CTA VENTRA,False
[debit] IKEA #3861 PHOENIX AZ,174.73,debit,Shopping,Shopping,IKEA,False
[debit] PEARSON EDUCATION DES:ACH PMT ID:NU43DH58SC INDN:CARDHOLDER,103.68,debit,Education,Bills & Housing,PEARSON EDUCATION,False
[debit] UBER EATS CHICAGO IL,44.82,debit,Dining,Food & Drink,UBER EATS,False
[debit] REI.COM*SSKCBV,214.46,debit,Shopping,Shopping,REI.COM,False
[debit] PURCHASE AVALON COMMUNITIES CHICAGO ILUS,914.89,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[debit] XBOX GAME PASS BROOKLYN NY,175.59,debit,Entertainment,Entertainment,XBOX GAME PASS,False
[debit] UBER TRIP #9193 WEST LAFAYETTE IN,56.5,debit,Rideshare,Transportation,UBER TRIP,False
[debit] SQ *STARBUCKS AUSTIN TX,3.76,debit,Coffee,Food & Drink,STARBUCKS,False
[debit] SQ *SOUTHWEST AIRLINE PHOENIX AZ,1122.78,debit,Travel,Transportation,SOUTHWEST AIRLINE,False
[debit] CTA VENTRA #9389 SEATTLE WA,13.18,debit,Rideshare,Transportation,CTA VENTRA,False
[debit] CRUNCH FITNESS*RU8LJ87DQ,116.11,debit,Fitness,Health & Wellness,CRUNCH FITNESS,False
[debit] LOWES PHOENIX AZ,461.03,debit,Shopping,Shopping,LOWES,False
[debit] SQ *WEGMANS BROOKLYN NY,110.35,debit,Groceries,Food & Drink,WEGMANS,False
[credit] PURCHASE STATE OF IN PAYROLL ATLANTA GAUS,3623.12,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] SUNOCO*EXLF0LQ70,24.47,debit,Gas,Transportation,SUNOCO,False
[debit] XBOX GAME PASS*TEM75D,68.31,debit,Entertainment,Entertainment,XBOX GAME PASS,False
[credit] POS DEBIT PAYROLL DEP V58P1V,4174.5,credit,Income,Income,PAYROLL DEP,False
[debit] PAPER STATEMENT FEE JTQP,33.4,debit,Fees,Transfers & Fees,PAPER STATEMENT FEE,False
[debit] FOREIGN TRANS FEE HWC1,38.8,debit,Fees,Transfers & Fees,FOREIGN TRANS FEE,False
[debit] POS DEBIT CRUNCH FITNESS 4F0HTJ,13.55,debit,Fitness,Health & Wellness,CRUNCH FITNESS,False
[debit] UBER EATS*2DGAMV,32.91,debit,Dining,Food & Drink,UBER EATS,False
[credit] STATE OF IN PAYROLL DES:ACH PMT ID:KE82U85NMS INDN:CARDHOLDER,3933.59,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] PURCHASE DUNKIN CHICAGO ILUS,11.59,debit,Coffee,Food & Drink,DUNKIN,False
[debit] SQ *WEGMANS NASHVILLE TN,14.75,debit,Groceries,Food & Drink,WEGMANS,False
[debit] SQ *DUNKIN COLUMBUS OH,9.83,debit,Coffee,Food & Drink,DUNKIN,False
[credit] PURCHASE PAYROLL DEP BROOKLYN NYUS,470.3,credit,Income,Income,PAYROLL DEP,False
[debit] POS DEBIT SHELL OIL HS16XN,78.91,debit,Gas,Transportation,SHELL OIL,False
[debit] SQ *DUNKIN SAN FRANCI CA,10.3,debit,Coffee,Food & Drink,DUNKIN,False
[debit] T-MOBILE DES:DEPOSIT ID:5EW26F2S7Y INDN:CARDHOLDER,140.07,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] PLAYSTATION NETWORK*CQV78KA,151.39,debit,Entertainment,Entertainment,PLAYSTATION NETWORK,False
[debit] PURCHASE CTA VENTRA BROOKLYN NYUS,57.55,debit,Rideshare,Transportation,CTA VENTRA,False
[credit] PURCHASE PAYROLL DEP INDIANAPOLIS INUS,694.51,credit,Income,Income,PAYROLL DEP,False
[debit] STOP N SHOP #2243 CHICAGO IL,17.82,debit,Groceries,Food & Drink,STOP N SHOP,False
[debit] PEARSON EDUCATION*G3HKG4YV,347.12,debit,Education,Bills & Housing,PEARSON EDUCATION,False
[debit] POS DEBIT ONE MEDICAL DAY4KU,219.13,debit,Healthcare,Health & Wellness,ONE MEDICAL,False
[debit] CRUNCH FITNESS DES:BILLPAY ID:2RRAZ932CV INDN:CARDHOLDER,83.35,debit,Fitness,Health & Wellness,CRUNCH FITNESS,False
[debit] DICKS SPORTING GDS #3733 SAN FRANCISCO CA,107.31,debit,Shopping,Shopping,DICKS SPORTING GDS,False
[debit] LINCOLN PROP CO AUSTIN TX,1702.51,debit,Rent,Bills & Housing,LINCOLN PROP CO,False
[debit] STOP N SHOP #8231 DENVER CO,140.37,debit,Groceries,Food & Drink,STOP N SHOP,False
[debit] CHEGG ORDER*2FBQB0J,594.91,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] POS DEBIT NETFLIX.COM 9EYH8Y,24.21,debit,Subscriptions,Entertainment,NETFLIX.COM,False
[debit] DELTA AIR LINES #303 PHOENIX AZ,1201.7,debit,Travel,Transportation,DELTA AIR LINES,False
[debit] HEB ONLINE #6507 CHICAGO IL,61.23,debit,Groceries,Food & Drink,HEB ONLINE,False
[debit] POS DEBIT DUNKIN YMV5UD,14.91,debit,Coffee,Food & Drink,DUNKIN,False
[credit] STATE OF IN PAYROLL DES:PAYMENT ID:Z90QPMAF25 INDN:CARDHOLDER,3202.78,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] LOWES #1748 ATLANTA GA,323.51,debit,Shopping,Shopping,LOWES,False
[debit] PURCHASE LOWES ATLANTA GAUS,249.23,debit,Shopping,Shopping,LOWES,False
[debit] AVALON COMMUNITIES DES:DIRECT DEP ID:LZSE2VH4HS INDN:CARDHOLDER,1608.69,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[credit] STATE OF IN PAYROLL DES:ACH PMT ID:0FLKNEEUZB INDN:CARDHOLDER,2832.51,credit,Income,Income,STATE OF IN PAYROLL,False
[debit] PURCHASE FIVE GUYS WEST LAFAYETTE INUS,70.37,debit,Dining,Food & Drink,FIVE GUYS,False
[debit] PLAYSTATION NETWORK DENVER CO,92.66,debit,Entertainment,Entertainment,PLAYSTATION NETWORK,False
[credit] PAYROLL DEP DES:BILLPAY ID:40EF50PH80 INDN:CARDHOLDER,2568.06,credit,Income,Income,PAYROLL DEP,False
[credit] PAYROLL DEP*KR7ATYNBB8,3379.37,credit,Income,Income,PAYROLL DEP,False
[credit] SQ *SOUTHWEST AIRLINE BROOKLYN NY,596.1,credit,Travel,Transportation,SOUTHWEST AIRLINE,False
[debit] DUNKIN*SWFPC4,6.62,debit,Coffee,Food & Drink,DUNKIN,False
[debit] CLASSPASS DES:PAYMENT ID:QPERMWJQUB INDN:CARDHOLDER,43.56,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] POS DEBIT T-MOBILE NPNNVK,104.72,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] PURCHASE UBER TRIP ATLANTA GAUS,12.26,debit,Rideshare,Transportation,UBER TRIP,False
[debit] CLASSPASS DES:DIRECT DEP ID:QRFNSZW38N INDN:CARDHOLDER,137.18,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] LINCOLN PROP CO DES:DEPOSIT ID:3Y0XTJH29X INDN:CARDHOLDER,1656.03,debit,Rent,Bills & Housing,LINCOLN PROP CO,False
[debit] NOTION LABS DES:DIRECT DEP ID:LB8BU7MRRL INDN:CARDHOLDER,38.41,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] SQ *SOFI MONEY XFER AUSTIN TX,432.49,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] POS DEBIT AVALON COMMUNITIES M60MBD,1671.57,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[debit] PURCHASE ONE MEDICAL SAN FRANCISCO CAUS,413.91,debit,Healthcare,Health & Wellness,ONE MEDICAL,False
[debit] SQ *ASPEN DENTAL ATLANTA GA,144.68,debit,Healthcare,Health & Wellness,ASPEN DENTAL,False
[debit] SQ *SHAKE SHACK BROOKLYN NY,34.74,debit,Dining,Food & Drink,SHAKE SHACK,False
[credit] PAYROLL DEP DES:PAYMENT ID:V7G8729QDK INDN:CARDHOLDER,2079.4,credit,Income,Income,PAYROLL DEP,False
[debit] POS DEBIT UBER EATS 72YZF3,27.01,debit,Dining,Food & Drink,UBER EATS,False
[debit] POS DEBIT CLASSPASS WGZYN0,153.11,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] POS DEBIT T-MOBILE 7BEZ82,306.18,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] CLASSPASS*YGSZV03,113.6,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] PEARSON EDUCATION DES:ACH PMT ID:RAF3SFASDE INDN:CARDHOLDER,1797.93,debit,Education,Bills & Housing,PEARSON EDUCATION,False
[debit] POS DEBIT ASPEN DENTAL 5CJ52D,625.65,debit,Healthcare,Health & Wellness,ASPEN DENTAL,False
[debit] AMERICAN ELECTRIC INDIANAPOLIS IN,205.63,debit,Utilities,Bills & Housing,AMERICAN ELECTRIC,False
[debit] POS DEBIT AVALON COMMUNITIES JUV588,2018.27,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[debit] PILOT TRAVEL CTR*KY9DU0,72.83,debit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] SQ *SHAKE SHACK SEATTLE WA,43.57,debit,Dining,Food & Drink,SHAKE SHACK,False
[debit] SOFI MONEY XFER #793 SEATTLE WA,257.44,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] POS DEBIT DELTA AIR LINES 1PC6J2,1194.53,debit,Travel,Transportation,DELTA AIR LINES,False
[debit] CLASSPASS DES:DEPOSIT ID:VVQC4QTJD0 INDN:CARDHOLDER,110.46,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] PLAYSTATION NETWORK #4355 PHOENIX AZ,160.13,debit,Entertainment,Entertainment,PLAYSTATION NETWORK,False
[debit] SOFI MONEY XFER #3298 NASHVILLE TN,792.08,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] POS DEBIT DELTA AIR LINES 5W0UJ0,433.28,debit,Travel,Transportation,DELTA AIR LINES,False
[debit] PURCHASE ONE MEDICAL ATLANTA GAUS,146.93,debit,Healthcare,Health & Wellness,ONE MEDICAL,False
[debit] COMCAST XFINITY*54ZV83L,282.22,debit,Utilities,Bills & Housing,COMCAST XFINITY,False
[debit] POS DEBIT LABCORP LK2067,472.12,debit,Healthcare,Health & Wellness,LABCORP,False
[debit] NOTION LABS DES:PAYMENT ID:AHUHJ4SGVL INDN:CARDHOLDER,4.64,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] DICKS SPORTING GDS #5402 BROOKLYN NY,252.98,debit,Shopping,Shopping,DICKS SPORTING GDS,False
[debit] PURCHASE WEGMANS SEATTLE WAUS,208.28,debit,Groceries,Food & Drink,WEGMANS,False
[debit] SQ *ROBINHOOD FUNDING COLUMBUS OH,317.62,debit,Transfer,Transfers & Fees,ROBINHOOD FUNDING,False
[debit] EVENTBRITE AUSTIN TX,49.53,debit,Entertainment,Entertainment,EVENTBRITE,False
[debit] LOWES #737 INDIANAPOLIS IN,349.99,debit,Shopping,Shopping,LOWES,False
[debit] PURCHASE PEARSON EDUCATION ATLANTA GAUS,1713.39,debit,Education,Bills & Housing,PEARSON EDUCATION,False
[debit] ONE MEDICAL*1R8CLK8U12,350.06,debit,Healthcare,Health & Wellness,ONE MEDICAL,False
[debit] CLASSPASS CHICAGO IL,100.09,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] PURCHASE CLASSPASS DENVER COUS,103.39,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] POS DEBIT XBOX GAME PASS UR13ZG,176.75,debit,Entertainment,Entertainment,XBOX GAME PASS,False
[debit] PURCHASE CLASSPASS ATLANTA GAUS,24.01,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] AMAZON WEB SERVICES WEST LAFAYETTE IN,34.57,debit,Subscriptions,Entertainment,AMAZON WEB SERVICES,False
[credit] PAYROLL DEP DES:DEPOSIT ID:DQLZ38X4BA INDN:CARDHOLDER,289.58,credit,Income,Income,PAYROLL DEP,False
[debit] AVALON COMMUNITIES DES:DEPOSIT ID:J7CKTH4BHH INDN:CARDHOLDER,1116.1,debit,Rent,Bills & Housing,AVALON COMMUNITIES,False
[debit] T-MOBILE DES:PAYMENT ID:JNVFTVLBBD INDN:CARDHOLDER,283.26,debit,Utilities,Bills & Housing,T-MOBILE,False
[debit] AIRBNB #8457 PHOENIX AZ,674.92,debit,Travel,Transportation,AIRBNB,False
[debit] CTA VENTRA #463 BROOKLYN NY,43.21,debit,Rideshare,Transportation,CTA VENTRA,False
[debit] POS DEBIT CHEGG ORDER QN7KQ2,1468.71,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] AMERICAN ELECTRIC SEATTLE WA,176.03,debit,Utilities,Bills & Housing,AMERICAN ELECTRIC,False
[debit] POS DEBIT LOWES X5F6A2,336.97,debit,Shopping,Shopping,LOWES,False
[credit] PILOT TRAVEL CTR CHICAGO IL,45.32,credit,Gas,Transportation,PILOT TRAVEL CTR,False
[debit] HEB ONLINE #1677 ATLANTA GA,162.06,debit,Groceries,Food & Drink,HEB ONLINE,False
[debit] CRUNCH FITNESS SEATTLE WA,142.08,debit,Fitness,Health & Wellness,CRUNCH FITNESS,False
[debit] PURCHASE DICKS SPORTING GDS COLUMBUS OHUS,440.79,debit,Shopping,Shopping,DICKS SPORTING GDS,False
[debit] DUNKIN #7159 INDIANAPOLIS IN,8.67,debit,Coffee,Food & Drink,DUNKIN,False
[debit] EVENTBRITE*YNBCY9,160.91,debit,Entertainment,Entertainment,EVENTBRITE,False
[debit] PURCHASE NOTION LABS PHOENIX AZUS,39.09,debit,Subscriptions,Entertainment,NOTION LABS,False
[debit] PURCHASE WEGMANS NASHVILLE TNUS,20.95,debit,Groceries,Food & Drink,WEGMANS,False
[debit] HEB ONLINE #1512 INDIANAPOLIS IN,91.81,debit,Groceries,Food & Drink,HEB ONLINE,False
[debit] PURCHASE SOFI MONEY XFER BROOKLYN NYUS,434.42,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] SQ *LOWES SEATTLE WA,299.39,debit,Shopping,Shopping,LOWES,False
[debit] CHEGG ORDER COLUMBUS OH,282.79,debit,Education,Bills & Housing,CHEGG ORDER,False
[debit] STARBUCKS #3809 NASHVILLE TN,5.99,debit,Coffee,Food & Drink,STARBUCKS,False
[credit] EVENTBRITE #5241 WEST LAFAYETTE IN,83.8,credit,Entertainment,Entertainment,EVENTBRITE,False
[debit] PURCHASE AMAZON WEB SERVICES SAN FRANCISCO CAUS,30.12,debit,Subscriptions,Entertainment,AMAZON WEB SERVICES,False
[debit] SQ *SOFI MONEY XFER DENVER CO,438.47,debit,Transfer,Transfers & Fees,SOFI MONEY XFER,False
[debit] CLASSPASS*BFHHT6H,130.41,debit,Fitness,Health & Wellness,CLASSPASS,False
[debit] ROBINHOOD FUNDING INDIANAPOLIS IN,645.45,debit,Transfer,Transfers & Fees,ROBINHOOD FUNDING,False
[debit] AMERICAN ELECTRIC DES:ACH PMT ID:N5Y601AW2Y INDN:CARDHOLDER,190.24,debit,Utilities,Bills & Housing,AMERICAN ELECTRIC,False
[debit] UBER TRIP*HHMX9UEQ,27.27,debit,Rideshare,Transportation,UBER TRIP,False
[debit] COMCAST XFINITY DES:PAYMENT ID:DMXFKRA6HS INDN:CARDHOLDER,290.0,debit,Utilities,Bills & Housing,COMCAST XFINITY,False
[debit] PURCHASE LINCOLN PROP CO SEATTLE WAUS,1173.83,debit,Rent,Bills & Housing,LINCOLN PROP CO,False
